Price,Date,Zip_Code,Address,ABC,EFG,X,County,Area,Area1
245000,18/02/2016,DA7 5JH,7,,MELANIE CLOSE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
194500,19/01/2016,CR0 4JN,"WADDON HOUSE, 277",FLAT 3,WADDON ROAD,,CROYDON,CROYDON,GREATER LONDON
390000,26/01/2016,BR6 9JF,7,,ARUNDEL DRIVE,,ORPINGTON,BROMLEY,GREATER LONDON
835000,22/01/2016,BR5 1RQ,2,,SEFTON ROAD,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON
477500,05/02/2016,BR2 9PT,83,,ALBERT ROAD,,BROMLEY,BROMLEY,GREATER LONDON
356500,22/01/2016,BR6 8JE,247B,,CROFTON ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
275000,05/02/2016,DA15 7HZ,BEECH HOUSE,FLAT 12,MANOR ROAD,,SIDCUP,BEXLEY,GREATER LONDON
360000,18/02/2016,DA7 5RJ,12,,ABBOTTS WALK,,BEXLEYHEATH,BEXLEY,GREATER LONDON
314500,22/01/2016,CR0 9HJ,266,,OSWARD,,CROYDON,CROYDON,GREATER LONDON
680000,05/02/2016,SM2 5BE,12,,BRASTED CLOSE,,SUTTON,SUTTON,GREATER LONDON
220000,29/01/2016,SE25 4EN,8,,BRADSHAWS CLOSE,,LONDON,CROYDON,GREATER LONDON
357000,12/02/2016,SM6 8LB,41,,BEDDINGTON GROVE,,WALLINGTON,SUTTON,GREATER LONDON
257000,19/01/2016,DA1 4TJ,141,,SHEARWOOD CRESCENT,CRAYFORD,DARTFORD,BEXLEY,GREATER LONDON
386000,04/02/2016,DA7 5BW,126,,HEVERSHAM ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
257000,05/02/2016,BR5 3JN,31,,ETHELBERT ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
250000,15/01/2016,DA8 2HE,25,,CANADA ROAD,,ERITH,BEXLEY,GREATER LONDON
335000,28/01/2016,DA16 1HP,55,,SOUTH GIPSY ROAD,,WELLING,BEXLEY,GREATER LONDON
115000,12/01/2016,CR4 4FE,37,,MULLARDS CLOSE,HACKBRIDGE,MITCHAM,SUTTON,GREATER LONDON
435000,19/02/2016,CR5 2ED,7,,DUNSFOLD RISE,,COULSDON,CROYDON,GREATER LONDON
424000,10/02/2016,DA7 6QS,14,,BEECHCROFT AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
535000,29/01/2016,SW16 3LB,18,,NORBURY HILL,,LONDON,CROYDON,GREATER LONDON
372500,22/01/2016,BR1 2WP,6,,LIME CLOSE,,BROMLEY,BROMLEY,GREATER LONDON
1075000,05/01/2016,BR6 0AH,69,,MAYFIELD AVENUE,,ORPINGTON,BROMLEY,GREATER LONDON
410000,12/02/2016,DA7 4AH,8,,STRATTON ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
475000,11/02/2016,BR1 2RX,14,,FERNDALE,,BROMLEY,BROMLEY,GREATER LONDON
300500,12/02/2016,CR7 8HR,106,,NORTHWOOD ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
90000,19/01/2016,DA15 7JU,"GLEN COURT, 8",FLAT 25,STATION ROAD,,SIDCUP,BEXLEY,GREATER LONDON
265000,05/02/2016,SM6 7AG,62,,CARAWAY PLACE,,WALLINGTON,SUTTON,GREATER LONDON
305000,25/01/2016,CR0 3BS,15,,ROSECOURT ROAD,,CROYDON,CROYDON,GREATER LONDON
275000,29/01/2016,SM2 5BB,7,,AUTUMN DRIVE,,SUTTON,SUTTON,GREATER LONDON
310000,15/01/2016,CR2 6BZ,33,,HAMOND CLOSE,,SOUTH CROYDON,CROYDON,GREATER LONDON
820000,28/01/2016,CR8 1AR,33,,OAKWOOD AVENUE,,PURLEY,CROYDON,GREATER LONDON
560000,15/02/2016,SE13 7AH,16,,GILLIAN STREET,,LONDON,LEWISHAM,GREATER LONDON
490000,27/01/2016,SW15 2PA,75,FLAT 4,PUTNEY BRIDGE ROAD,,LONDON,WANDSWORTH,GREATER LONDON
233000,04/02/2016,CR0 3SF,33,,DERBY ROAD,,CROYDON,CROYDON,GREATER LONDON
890000,08/01/2016,TW10 6DP,36,,ALBERT ROAD,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
764249,29/01/2016,SW15 5HN,78,,PUTNEY PARK LANE,,LONDON,WANDSWORTH,GREATER LONDON
385000,05/02/2016,KT6 5BQ,2,,ASH TREE CLOSE,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
290000,29/01/2016,DA17 6EB,39,,STANMORE ROAD,,BELVEDERE,BEXLEY,GREATER LONDON
300000,05/02/2016,CR7 7ER,305,,BENSHAM LANE,,THORNTON HEATH,CROYDON,GREATER LONDON
790000,10/02/2016,SE21 7HP,41,,GREAT BROWNINGS,DULWICH,LONDON,SOUTHWARK,GREATER LONDON
565000,14/01/2016,SW4 0NH,64,FLAT 8,THE CHASE,,LONDON,LAMBETH,GREATER LONDON
336000,05/02/2016,SM6 9DR,7,,BARLOW CLOSE,,WALLINGTON,SUTTON,GREATER LONDON
343000,19/02/2016,SM4 6NY,119,,GLASTONBURY ROAD,,MORDEN,SUTTON,GREATER LONDON
970000,29/01/2016,SE22 9BH,4,,KELMORE GROVE,,LONDON,SOUTHWARK,GREATER LONDON
593000,11/01/2016,SE15 3DQ,30,,HAWKSLADE ROAD,,LONDON,SOUTHWARK,GREATER LONDON
470000,22/01/2016,TW2 5LU,68,,FORTESCUE AVENUE,,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON
525000,15/02/2016,KT3 6LZ,75,,TENNYSON AVENUE,,NEW MALDEN,MERTON,GREATER LONDON
345000,22/02/2016,KT1 2HE,BROOKLANDS COURT,9,SURBITON ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
330500,12/02/2016,SW16 5HT,33,,MARIAN ROAD,,LONDON,MERTON,GREATER LONDON
715000,05/02/2016,SE6 1HJ,16,,DOWANHILL ROAD,,LONDON,LEWISHAM,GREATER LONDON
880000,14/01/2016,KT2 5JU,40,,BOCKHAMPTON ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
450000,14/01/2016,DA15 8PG,250,,DAYS LANE,,SIDCUP,BEXLEY,GREATER LONDON
575000,12/01/2016,SE23 2ET,12,,LOXTON ROAD,FOREST HILL,LONDON,LEWISHAM,GREATER LONDON
380000,15/01/2016,CR5 2JP,17,,HILLARS HEATH ROAD,,COULSDON,CROYDON,GREATER LONDON
1140000,13/01/2016,DA14 5BS,170,,RECTORY LANE,,SIDCUP,BEXLEY,GREATER LONDON
279995,05/02/2016,BR1 5QF,78,,DOWNDERRY ROAD,,BROMLEY,LEWISHAM,GREATER LONDON
213000,19/01/2016,SE20 8QU,4,BASEMENT FLAT,BLEAN GROVE,,LONDON,BROMLEY,GREATER LONDON
320000,18/01/2016,CR0 9NA,9,,BROOKSCROFT,,CROYDON,CROYDON,GREATER LONDON
395000,18/02/2016,BR1 2SS,40,,LIDDON ROAD,,BROMLEY,BROMLEY,GREATER LONDON
470000,29/01/2016,BR3 3QX,107,,UPPER ELMERS END ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
570000,19/02/2016,BR6 9TZ,4,,STEPHEN CLOSE,,ORPINGTON,BROMLEY,GREATER LONDON
390000,01/02/2016,SE25 5NX,24,,COBDEN ROAD,,LONDON,CROYDON,GREATER LONDON
830000,29/01/2016,BR7 5LX,HOLLINGTON COTTAGE,,PRINCE IMPERIAL ROAD,,CHISLEHURST,BROMLEY,GREATER LONDON
950000,18/01/2016,BR5 1HS,7,,ST JOHNS ROAD,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON
580000,12/01/2016,BR1 4BP,57,,WARREN AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
380000,04/02/2016,TW12 2JY,"SHERBORNE COURT, 40",10,PERCY ROAD,,HAMPTON,RICHMOND UPON THAMES,GREATER LONDON
170000,28/01/2016,DA8 2HF,67,,CANADA ROAD,,ERITH,BEXLEY,GREATER LONDON
325000,12/02/2016,SE28 8QQ,11,,VOYAGERS CLOSE,,LONDON,BEXLEY,GREATER LONDON
465000,28/01/2016,SM5 2NR,112,,WEST STREET,,CARSHALTON,SUTTON,GREATER LONDON
405000,08/02/2016,CR2 6BZ,21,,HAMOND CLOSE,,SOUTH CROYDON,CROYDON,GREATER LONDON
380000,29/01/2016,CR0 7NS,6,,OVERSTONE GARDENS,,CROYDON,CROYDON,GREATER LONDON
262000,19/02/2016,DA8 2AR,5,,AVELEY CLOSE,,ERITH,BEXLEY,GREATER LONDON
340000,05/02/2016,DA16 3HZ,46,,OLYFFE AVENUE,,WELLING,BEXLEY,GREATER LONDON
287000,29/01/2016,DA8 1JB,31,,SUSSEX ROAD,,ERITH,BEXLEY,GREATER LONDON
275000,29/01/2016,BR2 7EZ,"WOODGRANGE COURT, 52 - 54",12,BOURNE WAY,,BROMLEY,BROMLEY,GREATER LONDON
218500,22/01/2016,DA14 4RY,28A,,MAYLANDS DRIVE,,SIDCUP,BEXLEY,GREATER LONDON
200000,15/01/2016,SM5 1JE,36,,TAVERN CLOSE,,CARSHALTON,SUTTON,GREATER LONDON
265000,05/02/2016,BR7 5QP,LYNDHURST,3,WILLOW GROVE,,CHISLEHURST,BROMLEY,GREATER LONDON
187250,29/01/2016,BR5 4AX,"LATIMER COURT, 231",FLAT 4,HIGH STREET,ST MARY CRAY,ORPINGTON,BROMLEY,GREATER LONDON
295000,14/01/2016,SE9 4AB,29,,FRAMLINGHAM CRESCENT,,LONDON,BROMLEY,GREATER LONDON
250000,10/02/2016,SE25 6YD,"RUSSELL COURT, 217",FLAT 8,SELHURST ROAD,,LONDON,CROYDON,GREATER LONDON
342000,08/01/2016,DA8 3BP,7,,HIND CRESCENT,,ERITH,BEXLEY,GREATER LONDON
305000,08/02/2016,DA15 9LE,131,,ROWLEY AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
297000,29/01/2016,SE25 5DU,4,,SALISBURY ROAD,,LONDON,CROYDON,GREATER LONDON
365000,29/01/2016,DA7 6RN,62,,EDENDALE ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
310000,08/02/2016,DA5 3LZ,54,,NORTH CRAY ROAD,,BEXLEY,BEXLEY,GREATER LONDON
252500,12/02/2016,BR6 6LH,66,,EDGEWOOD DRIVE,,ORPINGTON,BROMLEY,GREATER LONDON
399950,09/02/2016,SM1 3BW,132,,ERSKINE ROAD,,SUTTON,SUTTON,GREATER LONDON
140000,12/02/2016,SM5 1JG,11,,NEVILLE WALK,,CARSHALTON,SUTTON,GREATER LONDON
369500,01/02/2016,CR0 5PX,44,,GRANVILLE CLOSE,,CROYDON,CROYDON,GREATER LONDON
340000,02/02/2016,DA16 2QD,18,,WESTMORELAND AVENUE,,WELLING,BEXLEY,GREATER LONDON
550000,28/01/2016,SM4 4HQ,162,,CHERRYWOOD LANE,,MORDEN,MERTON,GREATER LONDON
366000,18/02/2016,DA16 1NA,4,,NORTHDOWN ROAD,,WELLING,BEXLEY,GREATER LONDON
1365000,28/01/2016,SW19 5DJ,10,,BELVEDERE SQUARE,WIMBLEDON,LONDON,MERTON,GREATER LONDON
240000,12/02/2016,CR0 5UF,67,,COTELANDS,,CROYDON,CROYDON,GREATER LONDON
230000,15/01/2016,CR0 4NT,19,,THE PRIORY,,CROYDON,CROYDON,GREATER LONDON
310000,05/02/2016,CR0 5PT,81,,BARDSLEY CLOSE,,CROYDON,CROYDON,GREATER LONDON
542500,15/01/2016,CR4 3JH,5,,ISLAND ROAD,,MITCHAM,MERTON,GREATER LONDON
315950,27/01/2016,RM11 3DL,45,,COPTHORNE GARDENS,,HORNCHURCH,HAVERING,GREATER LONDON
400000,29/01/2016,E7 8HN,57,,ST GEORGES SQUARE,,LONDON,NEWHAM,GREATER LONDON
400000,19/02/2016,E17 7HS,47,,SALOP ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
435000,08/01/2016,IG2 7EH,18,,STAINFORTH ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
575000,29/01/2016,E15 3PS,63,,CAISTOR PARK ROAD,,LONDON,NEWHAM,GREATER LONDON
487000,22/01/2016,IG2 7EW,32,,DEVONSHIRE ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
375000,05/02/2016,E7 8QD,12,,COLSTON ROAD,,LONDON,NEWHAM,GREATER LONDON
335000,22/01/2016,RM1 4UL,8,,DEVERON WAY,,ROMFORD,HAVERING,GREATER LONDON
365000,12/02/2016,RM1 4LS,13,,NEVIS CLOSE,,ROMFORD,HAVERING,GREATER LONDON
400000,19/02/2016,RM5 2PA,19,,SHEILA CLOSE,,ROMFORD,HAVERING,GREATER LONDON
430000,22/01/2016,RM5 2QX,39,,LYNWOOD DRIVE,,ROMFORD,HAVERING,GREATER LONDON
450000,29/01/2016,IG6 2EG,6,,WATERLOO ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
580000,27/01/2016,E4 6DS,1,,LITTLETON AVENUE,,LONDON,WALTHAM FOREST,GREATER LONDON
273000,03/02/2016,RM5 3SA,60,,HIGHFIELD ROAD,,ROMFORD,HAVERING,GREATER LONDON
1300000,10/02/2016,E11 2LR,20,,THE WARREN DRIVE,,LONDON,REDBRIDGE,GREATER LONDON
255000,11/02/2016,IG5 0JA,LANSDOWNE COURT,8,CLAYBURY BROADWAY,,ILFORD,REDBRIDGE,GREATER LONDON
650000,01/02/2016,E17 9HH,45,,BROOKE ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
360000,19/02/2016,IG1 2UP,254,,STAINES ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
260000,12/02/2016,RM12 6LD,22,,FLORENCE CLOSE,,HORNCHURCH,HAVERING,GREATER LONDON
445000,29/01/2016,E4 6DU,37,,COURTLAND AVENUE,,LONDON,WALTHAM FOREST,GREATER LONDON
315000,03/02/2016,RM5 3AT,8,,DUNSTER CLOSE,,ROMFORD,HAVERING,GREATER LONDON
330000,11/02/2016,E17 9QS,GRESHAM LODGE,8,ORFORD ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
305000,05/02/2016,RM7 9HL,9,,BRIDPORT AVENUE,,ROMFORD,HAVERING,GREATER LONDON
415000,23/02/2016,E17 4DB,41,,CARNANTON ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
440000,18/01/2016,RM1 4ED,179,,PETTITS LANE,,ROMFORD,HAVERING,GREATER LONDON
415000,22/02/2016,IG5 0UJ,12,,CLIFFORD AVENUE,,ILFORD,REDBRIDGE,GREATER LONDON
275000,22/01/2016,IG8 7QH,3A,,MADEIRA GROVE,,WOODFORD GREEN,REDBRIDGE,GREATER LONDON
264000,29/01/2016,RM8 1LH,24,,EMERALD GARDENS,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
285000,26/01/2016,RM8 1LH,26,,EMERALD GARDENS,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
657500,08/02/2016,IG6 1LA,64,,GLENTHORNE GARDENS,,ILFORD,REDBRIDGE,GREATER LONDON
585000,12/02/2016,IG5 0TL,77,,STRAFFORD AVENUE,,ILFORD,REDBRIDGE,GREATER LONDON
527000,29/01/2016,E4 6NA,33,,WATERHALL AVENUE,,LONDON,WALTHAM FOREST,GREATER LONDON
410000,28/01/2016,IG5 0TN,110,,KIRKLAND AVENUE,,ILFORD,REDBRIDGE,GREATER LONDON
560000,18/01/2016,IG3 9NL,5,,BROWNLEA GARDENS,,ILFORD,REDBRIDGE,GREATER LONDON
400000,15/01/2016,RM1 4YP,10,,SPEY WAY,,ROMFORD,HAVERING,GREATER LONDON
335000,28/01/2016,RM1 4EB,5,,PETTITS CLOSE,,ROMFORD,HAVERING,GREATER LONDON
395000,05/02/2016,RM14 1SS,2,,CLYDE CRESCENT,,UPMINSTER,HAVERING,GREATER LONDON
320000,29/01/2016,RM13 7LR,5,,SIMPSON ROAD,,RAINHAM,HAVERING,GREATER LONDON
1095000,11/02/2016,IG8 0LJ,28,,MONKHAMS DRIVE,,WOODFORD GREEN,REDBRIDGE,GREATER LONDON
289995,10/02/2016,RM5 3NJ,260,,COLLIER ROW LANE,,ROMFORD,HAVERING,GREATER LONDON
463000,26/01/2016,RM12 4HQ,121,,SAUNTON ROAD,,HORNCHURCH,HAVERING,GREATER LONDON
698836,17/02/2016,E11 2PP,24,,HIGHSTONE AVENUE,,LONDON,REDBRIDGE,GREATER LONDON
353000,29/01/2016,RM14 1QQ,45,,STOUR WAY,,UPMINSTER,HAVERING,GREATER LONDON
480000,29/01/2016,RM14 2JA,118,,LITTLE GAYNES LANE,,UPMINSTER,HAVERING,GREATER LONDON
535000,27/01/2016,E4 7BN,4,,RICHMOND ROAD,CHINGFORD,LONDON,WALTHAM FOREST,GREATER LONDON
350000,19/02/2016,RM5 3EU,49,,HORNDON ROAD,COLLIER ROW,ROMFORD,HAVERING,GREATER LONDON
485500,29/01/2016,RM14 1SN,16,,SEVERN DRIVE,,UPMINSTER,HAVERING,GREATER LONDON
480000,09/02/2016,E17 7HR,44,,CHESTER ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
220000,26/01/2016,RM6 6HR,MAYDEB COURT,4,WHALEBONE LANE SOUTH,,ROMFORD,BARKING AND DAGENHAM,GREATER LONDON
495000,05/02/2016,E4 7BP,16,,CAMBRIDGE ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
750000,04/02/2016,IG3 9NX,21,,BUDOCH DRIVE,,ILFORD,REDBRIDGE,GREATER LONDON
232000,26/01/2016,RM6 6HR,MAYDEB COURT,7,WHALEBONE LANE SOUTH,,ROMFORD,BARKING AND DAGENHAM,GREATER LONDON
365000,05/02/2016,RM12 6TA,78,,RANDALL DRIVE,,HORNCHURCH,HAVERING,GREATER LONDON
610000,05/02/2016,RM14 2AZ,17,,ELM AVENUE,,UPMINSTER,HAVERING,GREATER LONDON
499995,15/02/2016,E18 1RH,17,,THORNWOOD CLOSE,,LONDON,REDBRIDGE,GREATER LONDON
405000,22/01/2016,DA7 4TQ,23,,FAIRLAWN AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
320000,29/01/2016,DA7 5RQ,26,,CLOVELLY ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
194000,12/02/2016,DA7 6SW,214A,,EVERSLEY AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
470000,26/02/2016,SE9 3RQ,14,,FRENSHAM ROAD,,LONDON,BEXLEY,GREATER LONDON
549995,07/01/2016,BR3 4ST,215A,,BIRKBECK ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
295000,05/02/2016,DA8 1DU,126,,CARLTON ROAD,,ERITH,BEXLEY,GREATER LONDON
397500,05/02/2016,DA7 5SX,38,,FIRST AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
960000,08/02/2016,BR7 6AE,10,,HEATHFIELD,,CHISLEHURST,BROMLEY,GREATER LONDON
236050,05/02/2016,DA7 4HX,18,,RUSSELL CLOSE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
317500,29/01/2016,DA8 1DX,95,,CARLTON ROAD,,ERITH,BEXLEY,GREATER LONDON
497500,20/01/2016,DA7 4TQ,41,,FAIRLAWN AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
565000,15/01/2016,BR2 8QF,9,,BEVERLEY ROAD,,BROMLEY,BROMLEY,GREATER LONDON
348500,11/02/2016,DA16 2LQ,163,,YORKLAND AVENUE,,WELLING,BEXLEY,GREATER LONDON
510000,29/01/2016,BR2 7PX,42,,MARDEN AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
875000,22/01/2016,DA5 2DJ,70,,WANSUNT ROAD,,BEXLEY,BEXLEY,GREATER LONDON
250000,12/02/2016,DA7 4JY,73,,NURSERY AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
450000,28/01/2016,DA5 1NG,1,,HARTFORD ROAD,,BEXLEY,BEXLEY,GREATER LONDON
665000,29/01/2016,BR6 6HY,26A,,WARREN ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
287000,22/01/2016,DA15 9HU,77,,SHERWOOD PARK AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
240000,29/01/2016,BR5 3NQ,3,,VERYAN CLOSE,,ORPINGTON,BROMLEY,GREATER LONDON
570000,15/01/2016,BR2 6BL,13,,KESTON GARDENS,,KESTON,BROMLEY,GREATER LONDON
530000,27/01/2016,BR4 9PY,40,,GROSVENOR ROAD,,WEST WICKHAM,BROMLEY,GREATER LONDON
445000,29/01/2016,BR1 5DE,13,,BROADLANDS ROAD,,BROMLEY,BROMLEY,GREATER LONDON
410000,05/02/2016,BR1 4DR,16,,CROFT ROAD,,BROMLEY,BROMLEY,GREATER LONDON
285000,29/01/2016,DA16 2QY,98,,MONTROSE AVENUE,,WELLING,BEXLEY,GREATER LONDON
800000,19/02/2016,BR3 3LT,11,,STONE PARK AVENUE,,BECKENHAM,BROMLEY,GREATER LONDON
390500,17/02/2016,BR7 6BQ,46,,ALBANY ROAD,,CHISLEHURST,BROMLEY,GREATER LONDON
310000,07/01/2016,BR5 4HX,7,,AXTAINE ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
640000,20/01/2016,BR1 2HR,19,,BARFIELD ROAD,,BROMLEY,BROMLEY,GREATER LONDON
390000,12/02/2016,SE2 0SQ,40,,GLENVIEW,,LONDON,BEXLEY,GREATER LONDON
470000,15/01/2016,BR4 9HE,127,,LAYHAMS ROAD,,WEST WICKHAM,BROMLEY,GREATER LONDON
505000,19/02/2016,DA14 4LD,24,,WALTON ROAD,,SIDCUP,BEXLEY,GREATER LONDON
455000,10/02/2016,BR6 9RB,6,,TUBBENDEN CLOSE,,ORPINGTON,BROMLEY,GREATER LONDON
305000,07/01/2016,DA17 5HQ,4,,KINGSWOOD AVENUE,,BELVEDERE,BEXLEY,GREATER LONDON
477500,05/02/2016,BR5 4LQ,4,,TINTAGEL ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
435000,25/01/2016,BR6 9BQ,11,,BLENHEIM ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
280000,26/01/2016,DA16 1JB,10,,SOUTH GIPSY ROAD,,WELLING,BEXLEY,GREATER LONDON
380000,08/01/2016,DA15 8JX,205,,DAYS LANE,,SIDCUP,BEXLEY,GREATER LONDON
412500,22/01/2016,DA7 6DX,11,,SPRINGFIELD ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
1210000,08/02/2016,BR7 5ED,13,,SYLVESTER AVENUE,,CHISLEHURST,BROMLEY,GREATER LONDON
600000,29/01/2016,DA14 4LL,97,,WALTON ROAD,,SIDCUP,BEXLEY,GREATER LONDON
302000,12/02/2016,DA8 3NY,107,,COLYERS LANE,,ERITH,BEXLEY,GREATER LONDON
325000,15/01/2016,BR7 5JD,101,,LOWER CAMDEN,,CHISLEHURST,BROMLEY,GREATER LONDON
328000,12/02/2016,DA6 7HP,40,,HORSHAM ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
379611,11/02/2016,DA17 5DJ,461,,ABBEY ROAD,,BELVEDERE,BEXLEY,GREATER LONDON
310000,09/02/2016,DA8 3NQ,28,,COLYERS LANE,,ERITH,BEXLEY,GREATER LONDON
620000,10/02/2016,SE20 7SW,14,,WORBECK ROAD,,LONDON,BROMLEY,GREATER LONDON
530000,16/02/2016,BR6 9JL,58B,,SEVENOAKS ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
480000,22/01/2016,BR2 8PP,6,,OAKLEY DRIVE,,BROMLEY,BROMLEY,GREATER LONDON
255000,14/01/2016,DA14 5DD,31,,SUFFOLK ROAD,,SIDCUP,BEXLEY,GREATER LONDON
435000,14/01/2016,DA7 4DL,57,,CHURCH ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
850000,29/01/2016,BR6 0BH,82,,LYNWOOD GROVE,,ORPINGTON,BROMLEY,GREATER LONDON
615000,22/01/2016,BR2 8QN,32,,ROWAN WALK,,BROMLEY,BROMLEY,GREATER LONDON
495000,03/02/2016,BR5 1JW,18,,EASTBURY ROAD,PETTS WOOD,ORPINGTON,BROMLEY,GREATER LONDON
430000,12/02/2016,DA7 6ED,17,,OAKWOOD DRIVE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
480000,05/02/2016,DA16 1LR,5,,WROTHAM ROAD,,WELLING,BEXLEY,GREATER LONDON
620000,29/01/2016,BR2 9AD,6,,PINEWOOD ROAD,,BROMLEY,BROMLEY,GREATER LONDON
450000,22/01/2016,BR1 5BJ,29,,LEAMINGTON AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
480000,22/01/2016,DA8 3DZ,108,,PARK CRESCENT,,ERITH,BEXLEY,GREATER LONDON
511250,14/01/2016,DA14 4NE,105,,WREN ROAD,,SIDCUP,BEXLEY,GREATER LONDON
418000,24/02/2016,DA16 2PE,114,,THE GREEN,,WELLING,BEXLEY,GREATER LONDON
458000,15/02/2016,BR2 9RX,14,,COWPER ROAD,,BROMLEY,BROMLEY,GREATER LONDON
665000,11/02/2016,BR6 8AA,1,,ORCHARD GREEN,,ORPINGTON,BROMLEY,GREATER LONDON
700000,28/01/2016,BR3 3NQ,54,,GREENWAYS,,BECKENHAM,BROMLEY,GREATER LONDON
130000,08/02/2016,DA7 6RF,82A,,EVERSLEY AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
1050000,22/01/2016,DA5 2DJ,67,,WANSUNT ROAD,,BEXLEY,BEXLEY,GREATER LONDON
358500,29/01/2016,DA15 8AR,294,,OLD FARM AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
480000,29/01/2016,BR7 6EF,37,,ELMSTEAD AVENUE,,CHISLEHURST,BROMLEY,GREATER LONDON
460250,12/02/2016,DA6 7LU,8,,WARREN ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
500000,12/02/2016,BR4 9AW,60,,WINDERMERE ROAD,,WEST WICKHAM,BROMLEY,GREATER LONDON
505000,09/02/2016,DA6 8LQ,5,,UPTON ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
457000,29/01/2016,BR3 3SE,55,,ABBOTS WAY,,BECKENHAM,BROMLEY,GREATER LONDON
400000,29/01/2016,DA5 3PE,86,,MAIDEN ERLEGH AVENUE,,BEXLEY,BEXLEY,GREATER LONDON
999500,28/01/2016,BR6 7ST,14,,BRIMSTONE CLOSE,,ORPINGTON,BROMLEY,GREATER LONDON
530000,14/01/2016,BR1 5BQ,5,,OAK TREE GARDENS,SUNDRIDGE,BROMLEY,BROMLEY,GREATER LONDON
569950,29/01/2016,BR4 9LY,61,,WOOD LODGE LANE,,WEST WICKHAM,BROMLEY,GREATER LONDON
310000,19/02/2016,DA7 5HA,12,,ROMNEY GARDENS,,BEXLEYHEATH,BEXLEY,GREATER LONDON
380000,24/02/2016,DA14 4RJ,19,,HAREFIELD ROAD,,SIDCUP,BEXLEY,GREATER LONDON
380000,28/01/2016,BR6 8AZ,89,,ALLINGTON ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
339000,05/02/2016,DA15 8AN,210,,OLD FARM AVENUE,,SIDCUP,BEXLEY,GREATER LONDON
275000,12/02/2016,DA5 3LJ,32,,MURCHISON AVENUE,,BEXLEY,BEXLEY,GREATER LONDON
825000,08/02/2016,BR7 5DX,"APRIL COTTAGE, 12",,ELMSTEAD GLADE,,CHISLEHURST,BROMLEY,GREATER LONDON
445000,12/02/2016,BR6 9AZ,53,,AVALON ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
330000,12/02/2016,DA7 6AG,72,,PINNACLE HILL,,BEXLEYHEATH,BEXLEY,GREATER LONDON
